706000, 164230.45, 54124.60, 26000
707000, 160759.50, 51218.55, 20000
708000, 162625.75, 51537.85, 17000
709000, 160365.05, 50264.50, 14000
710000, 161988.65, 52290.65, 17000
711000, 161797.85, 51380.25, 17000
712000, 164674.90, 54715.75, 22000
713000, 162860.00, 53774.05, 18000
714000, 165392.30, 55750.40, 12000
715000, 164740.35, 54821.00, 17000
716000, 164788.55, 53031.05, 16000
717000, 163962.20, 54229.75, 19000
718000, 165431.40, 53484.60, 13000
719000, 165607.10, 54452.75, 16000
720000, 165403.55, 55157.80, 23000
721000, 164356.30, 53989.65, 21000
722000, 165324.40, 55006.50, 28000
723000, 167895.75, 56057.65, 16000
724000, 167413.35, 54592.30, 17000
725000, 165701.75, 52105.50, 17000
726000, 165763.25, 54715.75, 18000
727000, 166578.80, 54632.55, 14000
728000, 167148.30, 52124.50, 15000
729000, 168109.50, 56164.90, 28000
730000, 166510.95, 52032.55, 22000
731000, 168854.45, 55343.80, 16000
732000, 169805.25, 54396.65, 21000
733000, 168641.30, 54381.50, 17000
734000, 167906.40, 56227.45, 17000
735000, 169298.90, 56269.10, 17000
736000, 170110.75, 53528.80, 13000
